id,year,emptenure,empten,workexp,expr,schooling,educ,oj,oldjob,size,firmsize,_merge
3411,2004,,31,,31,,9,,1,,2,master only (1)
3416,2014,,0,,44,,12,,0,,3,master only (1)
3427,2005,0,,19,19,9,9,1,1,2,2,matched (3)
3465,2004,,6,,30,,16,,1,,4,master only (1)
3465,2005,,7,,31,,16,,1,,2,master only (1)
3465,2008,,10,,34,,16,,1,,3,master only (1)
3509,2009,,9,,9,,16,,1,,4,master only (1)
3509,2010,,10,,10,,16,,1,,4,master only (1)
3509,2011,,11,,11,,16,,1,,4,master only (1)
3509,2012,,12,,12,,16,,1,,4,master only (1)
3509,2013,,13,,13,,16,,1,,4,master only (1)
3509,2014,,14,,14,,16,,1,,4,master only (1)
3534,2004,,15,,30,,12,,1,,5,master only (1)
3607,2004,0,0,42,42,14,14,1,0,3,3,matched (3)
3610,2014,,5,,10,,16,,1,,5,master only (1)
3674,2004,0,0,42,42,12,12,1,0,2,2,matched (3)
3725,2004,,25,,32,,16,,1,,5,master only (1)
3738,2004,0,0,20,20,12,12,1,0,4,4,matched (3)
3756,2009,,3,,6,,18,,1,,4,master only (1)
3756,2010,,4,,7,,18,,1,,4,master only (1)
3756,2011,,5,,8,,18,,1,,4,master only (1)
3758,2005,0,,0,0,16,16,1,1,4,4,matched (3)
3759,2004,0,0,38,38,12,12,1,0,2,2,matched (3)
3760,2004,,39,,40,,9,,1,,5,master only (1)
3788,2004,0,0,33,33,12,12,1,0,3,3,matched (3)
3788,2010,,4,,38,,12,,1,,3,master only (1)
3792,2009,,14,,41,,14,,1,,1,master only (1)
3794,2005,0,0,19,19,16,16,1,0,2,2,matched (3)
3794,2007,,0,,21,,16,,0,,2,master only (1)
3794,2008,0,0,21,21,16,16,1,0,4,4,matched (3)
3837,2004,0,0,20,20,12,12,1,0,4,4,matched (3)
3852,2004,0,0,35,35,12,12,1,0,4,4,matched (3)
3861,2005,,14,,30,,12,,1,,2,master only (1)
3861,2006,,15,,31,,12,,1,,2,master only (1)
3861,2007,,16,,32,,12,,1,,2,master only (1)
3861,2008,,17,,33,,12,,1,,2,master only (1)
3861,2009,,18,,34,,12,,1,,2,master only (1)
3861,2012,,21,,37,,12,,1,,1,master only (1)
3874,2006,,0,,3,,18,,0,,5,master only (1)
3902,2004,,4,,20,,16,,1,,1,master only (1)
3964,2009,,12,,31,,9,,1,,4,master only (1)
3964,2010,,13,,32,,9,,1,,4,master only (1)
3969,2005,0,,30,30,9,9,1,1,4,4,matched (3)
3969,2007,2,,32,32,9,9,1,1,4,4,matched (3)
3969,2008,3,,33,33,9,9,1,1,4,4,matched (3)
3969,2009,4,,34,34,9,9,1,1,3,3,matched (3)
3969,2010,5,,35,35,9,9,1,1,3,3,matched (3)
3969,2011,6,,36,36,9,9,1,1,3,3,matched (3)
3969,2012,7,,37,37,9,9,1,1,4,4,matched (3)
3969,2014,9,,39,39,9,9,1,1,4,4,matched (3)
3985,2004,0,0,5,5,12,12,1,0,2,2,matched (3)
3989,2012,,22,,34,,12,,1,,2,master only (1)
5003,2007,,19,,41,,12,,1,,5,master only (1)
5003,2010,1,1,2,44,,12,1,1,4,4,matched (3)
5003,2011,2,2,3,45,,12,1,1,5,5,matched (3)
5003,2012,3,3,4,46,,12,1,1,5,5,matched (3)
5006,2007,,26,,26,,12,,1,,5,master only (1)
5006,2008,0,27,0,27,,12,1,1,5,5,matched (3)
5006,2009,0,27,0,27,,12,1,1,5,5,matched (3)
5006,2010,1,28,1,28,,12,1,1,5,5,matched (3)
5006,2011,2,29,2,29,,12,1,1,5,5,matched (3)
5006,2012,3,30,3,30,,12,1,1,5,5,matched (3)
5006,2013,4,31,4,31,,12,1,1,5,5,matched (3)
5012,2007,,,,32,,12,,1,,2,master only (1)
5013,2007,,12,,14,,16,,1,,4,master only (1)
5013,2008,0,13,0,15,,16,1,1,4,4,matched (3)
5013,2009,1,14,1,16,,16,1,1,4,4,matched (3)
5013,2010,2,15,2,17,,16,1,1,4,4,matched (3)
5013,2011,3,16,3,18,,16,1,1,4,4,matched (3)
5013,2012,4,17,4,19,,16,1,1,4,4,matched (3)
5013,2013,5,18,5,20,,16,1,1,4,4,matched (3)
5018,2007,,0,,24,,12,,0,,4,master only (1)
5021,2007,,2,,19,,16,,1,,5,master only (1)
5021,2008,0,3,0,20,,16,1,1,5,5,matched (3)
5021,2009,1,4,1,21,,16,1,1,5,5,matched (3)
5021,2010,2,5,2,22,,16,1,1,5,5,matched (3)
5021,2011,0,0,3,23,,16,0,0,4,4,matched (3)
5021,2012,0,0,4,24,,16,0,0,5,5,matched (3)
5021,2013,,0,,24,,16,,0,,5,master only (1)
5021,2014,,1,,25,,16,,1,,5,master only (1)
5023,2007,,27,,31,,12,,1,,4,master only (1)
5023,2009,1,29,1,33,,12,1,1,4,4,matched (3)
5023,2010,2,30,2,34,,12,1,1,4,4,matched (3)
5023,2011,3,31,3,35,,12,1,1,4,4,matched (3)
5023,2012,4,32,4,36,,12,1,1,3,3,matched (3)
5023,2013,5,33,5,37,,12,1,1,4,4,matched (3)
5023,2014,6,34,6,38,,12,1,1,3,3,matched (3)
5025,2012,4,6,4,7,,12,1,1,3,3,matched (3)
5026,2007,,21,,28,,14,,1,,5,master only (1)
5026,2008,0,22,0,29,,14,1,1,5,5,matched (3)
5026,2009,1,23,1,30,,14,1,1,5,5,matched (3)
5026,2010,2,24,2,31,,14,1,1,5,5,matched (3)
5026,2011,3,25,3,32,,14,1,1,5,5,matched (3)
5026,2012,4,26,4,33,,14,1,1,5,5,matched (3)
5026,2013,5,27,5,34,,14,1,1,5,5,matched (3)
5026,2014,6,28,6,35,,14,1,1,5,5,matched (3)
5027,2007,,24,,25,,12,,1,,5,master only (1)
5027,2008,0,25,0,26,,12,1,1,5,5,matched (3)
5027,2009,1,26,1,27,,12,1,1,5,5,matched (3)
5027,2010,2,27,2,28,,12,1,1,5,5,matched (3)
5027,2011,3,28,3,29,,12,1,1,5,5,matched (3)
5027,2012,0,0,4,30,,12,0,0,3,3,matched (3)
5027,2013,1,1,5,31,,12,1,1,4,4,matched (3)
5027,2014,2,2,6,32,,12,1,1,4,4,matched (3)
5030,2007,,11,,36,,12,,1,,4,master only (1)
5032,2007,,22,,40,,12,,1,,4,master only (1)
5033,2007,,3,,4,,16,,1,,3,master only (1)
5033,2008,0,4,0,5,,16,1,1,3,3,matched (3)
5033,2009,0,0,1,6,,16,0,0,4,4,matched (3)
5033,2010,1,1,2,7,,16,1,1,4,4,matched (3)
5033,2011,2,2,3,8,,16,1,1,4,4,matched (3)
5033,2012,3,3,4,9,,16,1,1,4,4,matched (3)
5033,2013,4,4,5,10,,16,1,1,4,4,matched (3)
5033,2014,5,5,6,11,,16,1,1,4,4,matched (3)
5034,2007,,13,,14,,16,,1,,5,master only (1)
5034,2008,0,14,0,15,,16,1,1,5,5,matched (3)
5034,2009,1,15,1,16,,16,1,1,5,5,matched (3)
5034,2010,2,16,2,17,,16,1,1,5,5,matched (3)
5034,2011,3,17,3,18,,16,1,1,5,5,matched (3)
5034,2012,4,18,4,19,,16,1,1,5,5,matched (3)
5034,2013,5,19,5,20,,16,1,1,5,5,matched (3)
5034,2014,6,20,6,21,,16,1,1,5,5,matched (3)
5036,2007,,2,,22,,16,,1,,5,master only (1)
5036,2008,0,3,0,23,,16,1,1,5,5,matched (3)
5036,2010,2,5,2,25,,16,1,1,5,5,matched (3)
5036,2011,3,6,3,26,,16,1,1,5,5,matched (3)
5036,2012,4,7,4,27,,16,1,1,5,5,matched (3)
5036,2013,5,8,5,28,,16,1,1,3,3,matched (3)
5036,2014,6,9,6,29,,16,1,1,3,3,matched (3)
5039,2007,,29,,30,,16,,1,,5,master only (1)
5039,2008,,30,,31,,16,,1,,5,master only (1)
5039,2009,1,31,1,32,,16,1,1,5,5,matched (3)
5042,2007,,36,,40,,16,,1,,4,master only (1)
5042,2008,0,37,0,41,,16,1,1,4,4,matched (3)
5042,2009,1,38,1,42,,16,1,1,4,4,matched (3)
5042,2010,2,39,2,43,,16,1,1,4,4,matched (3)
5043,2007,,6,,23,,16,,1,,4,master only (1)
5043,2008,0,7,0,24,,16,1,1,4,4,matched (3)
5043,2009,1,8,1,25,,16,1,1,4,4,matched (3)
5043,2010,2,9,2,26,,16,1,1,4,4,matched (3)
5043,2011,3,10,3,27,,16,1,1,4,4,matched (3)
5043,2012,4,11,4,28,,16,1,1,4,4,matched (3)
5043,2013,5,12,5,29,,16,1,1,3,3,matched (3)
5043,2014,6,13,6,30,,16,1,1,2,2,matched (3)
5047,2007,,25,,27,,16,,1,,4,master only (1)
5047,2008,0,26,0,28,,16,1,1,4,4,matched (3)
5047,2009,1,27,1,29,,16,1,1,4,4,matched (3)
5047,2010,2,28,2,30,,16,1,1,5,5,matched (3)
5047,2011,3,29,3,31,,16,1,1,5,5,matched (3)
5047,2012,,30,,32,,16,,1,,5,master only (1)
5047,2013,5,31,5,33,,16,1,1,5,5,matched (3)
5047,2014,6,32,6,34,,16,1,1,5,5,matched (3)
5048,2007,,3,,16,,12,,1,,3,master only (1)
5048,2008,0,4,0,17,,12,1,1,3,3,matched (3)
5051,2007,,15,,31,,12,,1,,5,master only (1)
5051,2008,0,15,0,31,,12,1,1,5,5,matched (3)
5051,2009,1,16,1,32,,12,1,1,5,5,matched (3)
5051,2010,2,17,2,33,,12,1,1,5,5,matched (3)
5051,2011,3,18,3,34,,12,1,1,5,5,matched (3)
5051,2012,4,19,4,35,,12,1,1,5,5,matched (3)
5051,2013,5,20,5,36,,12,1,1,4,4,matched (3)
5051,2014,6,21,6,37,,12,1,1,5,5,matched (3)
5054,2007,,1,,37,,16,,1,,2,master only (1)
5054,2008,0,2,0,38,,16,1,1,5,5,matched (3)
5056,2007,,23,,25,,16,,1,,5,master only (1)
5056,2008,0,24,0,26,,16,1,1,5,5,matched (3)
5056,2009,1,25,1,27,,16,1,1,5,5,matched (3)
5056,2010,2,26,2,28,,16,1,1,5,5,matched (3)
5056,2011,3,27,3,29,,16,1,1,5,5,matched (3)
5056,2012,0,0,3,29,,16,0,0,5,5,matched (3)
5056,2013,1,1,4,30,,16,1,1,5,5,matched (3)
5056,2014,0,0,5,31,,16,0,0,5,5,matched (3)
5060,2007,,5,,37,,16,,1,,4,master only (1)
5060,2008,0,6,0,38,,16,1,1,4,4,matched (3)
5060,2009,0,6,0,38,,16,1,1,4,4,matched (3)
5060,2010,1,7,1,39,,16,1,1,4,4,matched (3)
5060,2011,,8,,40,,16,,1,,,master only (1)
5063,2007,,2,,9,,16,,1,,5,master only (1)
5063,2008,0,3,0,10,,16,1,1,4,4,matched (3)
5063,2009,1,4,1,11,,16,1,1,5,5,matched (3)
5063,2010,2,5,2,12,,16,1,1,5,5,matched (3)
5063,2011,3,6,3,13,,16,1,1,5,5,matched (3)
5063,2012,4,7,4,14,,16,1,1,5,5,matched (3)
5063,2013,5,8,5,15,,16,1,1,5,5,matched (3)
5063,2014,6,9,6,16,,16,1,1,5,5,matched (3)
5065,2013,5,31,5,37,,16,1,1,2,2,matched (3)
5065,2014,6,32,6,38,,16,1,1,2,2,matched (3)
5066,2007,,8,,18,,14,,1,,1,master only (1)
5066,2008,0,9,0,19,,14,1,1,1,1,matched (3)
5066,2009,0,0,0,19,,14,0,0,2,2,matched (3)
5066,2010,1,1,1,20,,14,1,1,3,3,matched (3)
5066,2011,2,2,2,21,,14,1,1,3,3,matched (3)
5066,2012,3,3,3,22,,14,1,1,2,2,matched (3)
5066,2013,4,4,4,23,,14,1,1,3,3,matched (3)
5066,2014,5,5,5,24,,14,1,1,3,3,matched (3)
5067,2007,,30,,31,,12,,1,,5,master only (1)
5067,2008,0,31,0,32,,12,1,1,4,4,matched (3)
5067,2009,1,32,1,33,,12,1,1,4,4,matched (3)
5067,2010,2,33,2,34,,12,1,1,4,4,matched (3)
5067,2011,3,34,3,35,,12,1,1,5,5,matched (3)
5068,2009,0,0,0,43,,12,0,0,2,2,matched (3)
5077,2007,,1,,29,,16,,1,,2,master only (1)
5077,2008,0,2,0,30,,16,1,1,2,2,matched (3)
5077,2009,1,3,1,31,,16,1,1,2,2,matched (3)
5077,2010,2,4,2,32,,16,1,1,1,1,matched (3)
5077,2011,3,5,3,33,,16,1,1,2,2,matched (3)
5077,2012,4,6,4,34,,16,1,1,2,2,matched (3)
5077,2013,5,7,5,35,,16,1,1,2,2,matched (3)
5077,2014,6,8,6,36,,16,1,1,2,2,matched (3)
5078,2009,1,1,1,17,,14,1,1,5,5,matched (3)
5078,2010,,2,,18,,14,,1,,5,master only (1)
5078,2011,,3,,19,,14,,1,,5,master only (1)
5078,2013,0,0,5,21,,14,0,0,2,2,matched (3)
5079,2010,2,23,2,30,,18,1,1,,,matched (3)
5079,2011,3,24,3,31,,18,1,1,,,matched (3)
5079,2013,0,0,5,33,,18,0,0,4,4,matched (3)
5086,2007,,23,,28,,16,,1,,2,master only (1)
5086,2008,0,24,0,29,,16,1,1,2,2,matched (3)
5086,2009,1,25,1,30,,16,1,1,2,2,matched (3)
5094,2007,,17,,26,,16,,1,,4,master only (1)
5095,2007,,4,,25,,16,,1,,3,master only (1)
5098,2012,0,0,4,15,,12,0,0,2,2,matched (3)
5098,2013,1,1,5,16,,12,1,1,4,4,matched (3)
5098,2014,2,2,6,17,,12,1,1,2,2,matched (3)
5100,2009,,1,,16,,16,,1,,2,master only (1)
5100,2010,,2,,17,,16,,1,,4,master only (1)
5100,2013,,0,,20,,16,,0,,2,master only (1)
5100,2014,,1,,21,,16,,1,,2,master only (1)
5104,2007,,17,,16,,12,,1,,3,master only (1)
5104,2008,0,0,0,17,,12,0,0,4,4,matched (3)
5106,2007,,34,,0,,12,,1,,2,master only (1)
5106,2008,0,35,0,1,,12,1,1,2,2,matched (3)
5110,2007,,,,22,,14,,1,,2,master only (1)
5110,2008,0,0,0,23,,14,0,0,2,2,matched (3)
5110,2009,1,1,1,24,,14,1,1,2,2,matched (3)
5110,2010,2,2,2,25,,14,1,1,3,3,matched (3)
5110,2011,3,3,3,26,,14,1,1,2,2,matched (3)
5110,2012,4,4,4,27,,14,1,1,2,2,matched (3)
5110,2013,5,5,5,28,,14,1,1,3,3,matched (3)
5110,2014,6,6,6,29,,14,1,1,3,3,matched (3)
5113,2007,,4,,5,,16,,1,,5,master only (1)
5113,2008,0,0,0,6,,16,0,0,5,5,matched (3)
5113,2009,1,1,1,7,,16,1,1,5,5,matched (3)
5115,2007,,0,,10,,16,,0,,5,master only (1)
5115,2008,0,0,0,11,,16,0,0,5,5,matched (3)
5115,2009,1,1,1,12,,16,1,1,5,5,matched (3)
5115,2010,2,2,2,13,,16,1,1,5,5,matched (3)
5115,2011,3,3,3,14,,16,1,1,5,5,matched (3)
5115,2012,4,4,4,15,,16,1,1,5,5,matched (3)
5119,2012,3,18,3,24,,16,1,1,2,2,matched (3)
5119,2014,5,20,5,26,,16,1,1,2,2,matched (3)
5129,2010,0,0,2,15,,16,0,0,2,2,matched (3)
5129,2012,0,0,4,17,,16,0,0,2,2,matched (3)
5129,2013,0,0,5,18,,16,0,0,3,3,matched (3)
5129,2014,0,0,5,18,,16,1,0,3,3,matched (3)
5130,2010,2,5,2,12,,14,1,1,3,3,matched (3)
5130,2011,3,6,3,13,,14,1,1,4,4,matched (3)
5130,2012,4,7,4,14,,14,1,1,4,4,matched (3)
5132,2007,,3,,11,,14,,1,,2,master only (1)
5132,2008,0,4,0,12,,14,1,1,2,2,matched (3)
5132,2009,1,5,1,13,,14,1,1,2,2,matched (3)
5132,2010,2,6,2,14,,14,1,1,2,2,matched (3)
5132,2011,3,7,3,15,,14,1,1,2,2,matched (3)
5132,2012,4,8,4,16,,14,1,1,2,2,matched (3)
5132,2013,5,9,5,17,,14,1,1,2,2,matched (3)
5132,2014,5,9,5,17,,14,1,1,2,2,matched (3)
5137,2007,,5,,22,,18,,1,,3,master only (1)
5137,2008,0,6,0,23,,18,1,1,3,3,matched (3)
5137,2009,1,7,1,24,,18,1,1,4,4,matched (3)
5137,2010,2,8,2,25,,18,1,1,3,3,matched (3)
5137,2011,3,9,3,26,,18,1,1,2,2,matched (3)
5140,2007,,19,,20,,12,,1,,2,master only (1)
5143,2007,,17,,24,,12,,1,,4,master only (1)
5143,2008,0,18,0,25,,12,1,1,3,3,matched (3)
5143,2009,1,19,1,26,,12,1,1,4,4,matched (3)
5143,2010,2,20,2,27,,12,1,1,4,4,matched (3)
5143,2011,3,21,3,28,,12,1,1,4,4,matched (3)
5143,2012,4,22,4,29,,12,1,1,4,4,matched (3)
5143,2013,5,23,5,30,,12,1,1,4,4,matched (3)
5143,2014,6,24,6,31,,12,1,1,4,4,matched (3)
5144,2008,0,4,0,9,,12,1,1,2,2,matched (3)
5147,2007,,2,,20,,12,,1,,1,master only (1)
5147,2008,0,3,0,21,,12,1,1,1,1,matched (3)
5149,2007,,11,,20,,16,,1,,4,master only (1)
5149,2008,0,12,0,21,,16,1,1,4,4,matched (3)
5149,2009,1,13,1,22,,16,1,1,4,4,matched (3)
5149,2010,2,14,2,23,,16,1,1,4,4,matched (3)
5149,2011,2,14,2,23,,16,1,1,4,4,matched (3)
5149,2012,3,15,3,24,,16,1,1,4,4,matched (3)
5149,2013,4,16,4,25,,16,1,1,4,4,matched (3)
5149,2014,5,17,5,26,,16,1,1,4,4,matched (3)
5151,2007,,3,,3,,16,,1,,4,master only (1)
5156,2008,0,,0,43,,9,1,1,4,4,matched (3)
5156,2009,1,,1,44,,9,1,1,4,4,matched (3)
5157,2007,,25,,26,,16,,1,,5,master only (1)
5157,2008,0,25,0,26,,16,1,1,5,5,matched (3)
5157,2010,1,26,1,27,,16,1,1,5,5,matched (3)
5157,2011,2,27,2,28,,16,1,1,5,5,matched (3)
5157,2012,3,28,3,29,,16,1,1,5,5,matched (3)
5157,2013,4,29,4,30,,16,1,1,5,5,matched (3)
5157,2014,4,29,4,30,,16,1,1,5,5,matched (3)
5159,2007,,22,,23,,16,,1,,5,master only (1)
5159,2008,0,23,0,24,,16,1,1,5,5,matched (3)
5159,2009,1,24,1,25,,16,1,1,5,5,matched (3)
5159,2010,2,25,2,26,,16,1,1,5,5,matched (3)
5159,2011,3,26,3,27,,16,1,1,5,5,matched (3)
5159,2012,4,27,4,28,,16,1,1,5,5,matched (3)
5159,2013,5,28,5,29,,16,1,1,5,5,matched (3)
5159,2014,6,29,6,30,,16,1,1,5,5,matched (3)
5162,2008,0,9,0,18,,12,1,1,5,5,matched (3)
5164,2009,1,8,1,9,,16,1,1,2,2,matched (3)
5164,2010,2,9,2,10,,16,1,1,2,2,matched (3)
5164,2011,3,10,3,11,,16,1,1,2,2,matched (3)
5164,2012,4,11,4,12,,16,1,1,2,2,matched (3)
5165,2008,0,5,0,13,,14,1,1,2,2,matched (3)
5165,2009,1,6,1,14,,14,1,1,2,2,matched (3)
5165,2010,2,7,2,15,,14,1,1,2,2,matched (3)
5172,2007,,9,,29,,16,,1,,4,master only (1)
5172,2008,0,10,0,30,,16,1,1,4,4,matched (3)
5172,2009,1,11,1,31,,16,1,1,4,4,matched (3)
5172,2010,2,12,2,32,,16,1,1,4,4,matched (3)
5172,2011,3,13,3,33,,16,1,1,5,5,matched (3)
5172,2012,4,14,4,34,,16,1,1,5,5,matched (3)
5172,2013,5,15,5,35,,16,1,1,4,4,matched (3)
5172,2014,6,16,6,36,,16,1,1,4,4,matched (3)
5175,2007,,22,,23,,16,,1,,5,master only (1)
5175,2008,0,23,0,24,,16,1,1,5,5,matched (3)
5175,2009,1,24,1,25,,16,1,1,5,5,matched (3)
5175,2010,2,25,2,26,,16,1,1,5,5,matched (3)
5175,2011,3,26,3,27,,16,1,1,5,5,matched (3)
5175,2012,4,27,4,28,,16,1,1,5,5,matched (3)
5175,2013,5,28,5,29,,16,1,1,5,5,matched (3)
5175,2014,6,29,6,30,,16,1,1,5,5,matched (3)
5176,2007,,22,,26,,14,,1,,4,master only (1)
5176,2008,0,23,0,27,,14,1,1,4,4,matched (3)
5176,2009,1,24,1,28,,14,1,1,4,4,matched (3)
5176,2010,2,25,2,29,,14,1,1,4,4,matched (3)
5176,2011,3,26,3,30,,14,1,1,4,4,matched (3)
5176,2012,0,0,4,31,,14,0,0,3,3,matched (3)
5178,2008,0,3,0,5,,16,1,1,3,3,matched (3)
5178,2009,1,4,1,6,,16,1,1,5,5,matched (3)
5180,2007,,10,,14,,12,,1,,2,master only (1)
5180,2008,0,11,0,15,,12,1,1,2,2,matched (3)
5180,2009,1,12,1,16,,12,1,1,2,2,matched (3)
5180,2010,2,13,2,17,,12,1,1,2,2,matched (3)
5180,2011,3,14,3,18,,12,1,1,2,2,matched (3)
5180,2012,4,15,4,19,,12,1,1,2,2,matched (3)
5180,2013,5,16,5,20,,12,1,1,2,2,matched (3)
5181,2007,,,,21,,12,,1,,4,master only (1)
5181,2008,0,,0,22,,12,1,1,4,4,matched (3)
5181,2009,1,,1,23,,12,1,1,4,4,matched (3)
5181,2010,1,,1,23,,12,1,1,4,4,matched (3)
5181,2011,2,,2,24,,12,1,1,4,4,matched (3)
5181,2012,3,,3,25,,12,1,1,4,4,matched (3)
5181,2014,1,1,5,27,,12,1,1,4,4,matched (3)
5184,2007,,19,,20,,14,,1,,5,master only (1)
5184,2008,0,20,0,21,,14,1,1,5,5,matched (3)
5184,2009,1,21,1,22,,14,1,1,5,5,matched (3)
5184,2010,2,22,2,23,,14,1,1,5,5,matched (3)
5184,2011,3,23,3,24,,14,1,1,5,5,matched (3)
5184,2012,4,24,4,25,,14,1,1,5,5,matched (3)
5184,2013,5,25,5,26,,14,1,1,5,5,matched (3)
5184,2014,0,0,6,27,,14,0,0,5,5,matched (3)
5187,2007,,29,,30,,16,,1,,5,master only (1)
5187,2008,0,30,0,31,,16,1,1,5,5,matched (3)
5187,2009,1,31,1,32,,16,1,1,5,5,matched (3)
5187,2010,2,32,2,33,,16,1,1,4,4,matched (3)
5187,2011,3,33,3,34,,16,1,1,4,4,matched (3)
5187,2012,4,34,4,35,,16,1,1,4,4,matched (3)
5187,2013,5,35,5,36,,16,1,1,4,4,matched (3)
5187,2014,6,36,6,37,,16,1,1,2,2,matched (3)
5188,2010,2,4,2,6,,16,1,1,5,5,matched (3)
5188,2011,,5,,7,,16,,1,,5,master only (1)
5188,2012,,5,,7,,16,,1,,5,master only (1)
5188,2013,,6,,8,,16,,1,,5,master only (1)
5188,2014,,6,,8,,16,,1,,5,master only (1)
5191,2007,,3,,47,,16,,1,,2,master only (1)
5193,2007,,28,,31,,16,,1,,2,master only (1)
5201,2007,,19,,21,,16,,1,,5,master only (1)
5201,2008,0,20,0,22,,16,1,1,5,5,matched (3)
5201,2009,1,21,1,23,,16,1,1,5,5,matched (3)
5201,2010,2,22,2,24,,16,1,1,5,5,matched (3)
5201,2011,3,23,3,25,,16,1,1,5,5,matched (3)
5208,2007,,17,,25,,12,,1,,4,master only (1)
5210,2007,,2,,17,,12,,1,,3,master only (1)
5210,2008,0,3,0,18,,12,1,1,4,4,matched (3)
5210,2009,1,4,1,19,,12,1,1,3,3,matched (3)
5210,2011,3,6,3,21,,12,1,1,3,3,matched (3)
5215,2007,,0,,35,,18,,0,,3,master only (1)
5215,2008,,0,,35,,18,,0,,3,master only (1)
5215,2009,0,0,0,35,,18,1,0,3,3,matched (3)
5216,2007,,8,,29,,16,,1,,2,master only (1)
5216,2008,0,9,0,30,,16,1,1,2,2,matched (3)
5216,2009,1,10,1,31,,16,1,1,2,2,matched (3)
5216,2010,2,11,2,32,,16,1,1,2,2,matched (3)
5216,2014,6,15,6,36,,16,1,1,2,2,matched (3)
5217,2007,,2,,22,,14,,1,,5,master only (1)
5217,2008,0,3,0,23,,14,1,1,5,5,matched (3)
5217,2009,1,4,1,24,,14,1,1,5,5,matched (3)
5217,2010,2,5,2,25,,14,1,1,5,5,matched (3)
5217,2011,3,6,3,26,,14,1,1,5,5,matched (3)
5217,2012,4,7,4,27,,14,1,1,5,5,matched (3)
5217,2013,5,8,5,28,,14,1,1,5,5,matched (3)
5217,2014,5,8,5,28,,14,1,1,5,5,matched (3)
5219,2007,,12,,14,,16,,1,,4,master only (1)
5219,2008,0,13,0,15,,16,1,1,4,4,matched (3)
5219,2009,1,14,1,16,,16,1,1,4,4,matched (3)
5219,2010,2,15,2,17,,16,1,1,4,4,matched (3)
5219,2011,3,16,3,18,,16,1,1,4,4,matched (3)
5219,2012,4,17,4,19,,16,1,1,4,4,matched (3)
5219,2014,6,19,6,21,,16,1,1,5,5,matched (3)
5225,2007,,0,,13,,16,,0,,5,master only (1)
5227,2007,,11,,13,,16,,1,,5,master only (1)
5229,2008,0,0,0,46,,16,0,0,3,3,matched (3)
5229,2009,1,1,1,47,,16,1,1,4,4,matched (3)
5230,2007,,10,,12,,18,,1,,5,master only (1)
5231,2007,,6,,8,,16,,1,,5,master only (1)
5232,2007,,14,,15,,16,,1,,5,master only (1)
5232,2009,1,16,1,17,,16,1,1,5,5,matched (3)
5232,2010,2,17,2,18,,16,1,1,5,5,matched (3)
5232,2011,3,18,3,19,,16,1,1,5,5,matched (3)
5232,2012,4,19,4,20,,16,1,1,5,5,matched (3)
5243,2007,,11,,12,,18,,1,,5,master only (1)
5243,2008,0,12,0,13,,18,1,1,5,5,matched (3)
5243,2009,1,13,1,14,,18,1,1,5,5,matched (3)
5243,2010,2,14,2,15,,18,1,1,5,5,matched (3)
5243,2011,3,15,3,16,,18,1,1,5,5,matched (3)
5243,2012,4,16,4,17,,18,1,1,5,5,matched (3)
5243,2013,5,17,5,18,,18,1,1,5,5,matched (3)
5247,2007,,37,,35,,12,,1,,4,master only (1)
5253,2007,,0,,18,,12,,0,,2,master only (1)
5253,2008,0,1,0,19,,12,1,1,2,2,matched (3)
5253,2009,1,2,1,20,,12,1,1,2,2,matched (3)
5253,2010,2,3,2,21,,12,1,1,2,2,matched (3)
5253,2011,3,4,3,22,,12,1,1,2,2,matched (3)
5254,2007,,11,,13,,16,,1,,5,master only (1)
5257,2007,,10,,11,,16,,1,,5,master only (1)
5257,2008,0,11,0,12,,16,1,1,5,5,matched (3)
5257,2009,1,12,1,13,,16,1,1,5,5,matched (3)
5257,2010,2,13,2,14,,16,1,1,5,5,matched (3)
5257,2011,3,14,3,15,,16,1,1,5,5,matched (3)
5257,2012,4,15,4,16,,16,1,1,5,5,matched (3)
5257,2013,5,16,5,17,,16,1,1,5,5,matched (3)
5257,2014,6,17,6,18,,16,1,1,5,5,matched (3)
5262,2007,,35,,37,,12,,1,,5,master only (1)
5262,2008,0,36,0,38,,12,1,1,5,5,matched (3)
5262,2009,1,37,1,39,,12,1,1,5,5,matched (3)
5262,2011,3,39,3,41,,12,1,1,5,5,matched (3)
5262,2012,4,40,4,42,,12,1,1,5,5,matched (3)
5262,2013,5,41,5,43,,12,1,1,5,5,matched (3)
5262,2014,6,42,6,44,,12,1,1,5,5,matched (3)
5264,2008,0,19,0,20,,14,1,1,1,1,matched (3)
5264,2011,,21,,22,,14,,1,,1,master only (1)
5266,2007,,28,,29,,16,,1,,,master only (1)
5266,2008,0,29,0,30,,16,1,1,2,2,matched (3)
5266,2009,1,30,1,31,,16,1,1,2,2,matched (3)
5266,2010,2,31,2,32,,16,1,1,2,2,matched (3)
5266,2011,3,32,3,33,,16,1,1,2,2,matched (3)
5266,2012,4,33,4,34,,16,1,1,2,2,matched (3)
5266,2013,5,34,5,35,,16,1,1,2,2,matched (3)
5266,2014,6,35,6,36,,16,1,1,2,2,matched (3)
5267,2007,,23,,25,,16,,1,,5,master only (1)
5267,2008,0,24,0,26,,16,1,1,5,5,matched (3)
5267,2009,1,25,1,27,,16,1,1,5,5,matched (3)
5269,2010,0,0,2,24,,16,0,0,2,2,matched (3)
5269,2011,1,1,3,25,,16,1,1,2,2,matched (3)
