id,marital,sex,earnmost,workstatus,owner,ind,size,employed,regular,occ,union,paymethod,monthlypaid,dailypaid,hourlypaid,yearlypaid,bonus,workdaypermonth,workhourperweek,overworkperweek,head,year,age
21800,1,1,1,1,4,17,6,5,2,5,3,5,88888,888888,888888,532,110,26,43,5,1,2005,36
21801,1,1,1,1,2,6,2,5,2,3,1,1,350,888888,888888,88888,66,25,41,1,1,2005,43
21802,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,28
21803,1,1,1,1,2,5,3,5,2,3,1,1,267,888888,888888,88888,88,24,60,15,1,2005,39
21804,2,2,0,1,2,4,2,5,1,6,1,1,170,888888,888888,88888,30,25,10,2,0,2005,36
21807,1,2,0,1,2,8,5,5,1,99,9,9,88888,888888,888888,88888,99999,99,999,999,0,2005,42
21808,1,2,0,1,1,5,2,5,5,8,1,4,88888,888888,600,88888,0,20,25,0,0,2005,42
21809,2,1,0,1,2,5,4,5,1,8,4,1,250,888888,888888,88888,40,99,999,999,0,2005,22
21810,1,2,0,3,2,7,3,5,9,4,1,4,88888,888888,670,88888,0,21,999,999,0,2005,61
21811,1,1,1,1,2,5,4,5,2,10,2,1,250,888888,888888,88888,80,20,11,3,1,2005,52
21812,2,1,0,1,2,5,4,5,1,8,1,1,200,888888,888888,88888,0,21,50,10,0,2005,24
21813,1,1,1,1,1,1,9,1,8,1,1,5,88888,888888,888888,400,99999,20,50,999,1,2005,57
21814,2,1,1,1,2,10,4,5,2,7,3,1,235,888888,888888,88888,20,22,65,15,1,2005,54
21815,1,1,0,5,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,47
21816,1,2,0,1,2,6,2,5,5,3,1,4,88888,888888,620,88888,3,20,40,0,0,2005,51
21817,1,2,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,66
21818,1,1,1,1,1,4,2,5,2,8,1,3,88888,10500,888888,88888,0,20,48,0,1,2005,54
21819,1,2,0,3,1,16,1,3,8,6,5,9,88888,888888,888888,88888,99999,99,999,999,0,2005,56
21820,1,1,1,1,2,16,4,5,1,8,3,1,270,888888,888888,88888,30,24,40,0,1,2005,46
21821,1,2,0,3,1,1,1,1,8,1,5,1,90,888888,888888,88888,0,20,35,0,0,2005,57
21822,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,68
21823,1,2,0,3,1,16,1,3,8,4,5,3,88888,3000,888888,88888,0,20,42,0,0,2005,60
21824,1,1,1,1,4,17,4,5,1,6,3,1,200,888888,888888,88888,230,22,45,5,1,2005,33
21825,1,2,0,1,9,6,5,5,5,4,3,1,60,888888,888888,88888,6,20,80,1,0,2005,54
21826,2,2,1,1,2,16,2,5,4,4,1,1,150,888888,888888,88888,40,25,10,999,1,2005,40
21828,2,2,0,1,2,6,3,5,6,99,2,1,173,888888,888888,88888,0,22,50,10,0,2005,40
21829,2,2,1,4,1,6,1,1,8,3,5,9,88888,888888,888888,88888,99999,99,999,999,1,2005,62
21830,1,1,1,4,4,2,6,5,1,5,3,1,99999,888888,888888,88888,99999,99,999,999,1,2005,57
21831,2,1,0,1,2,12,5,5,4,3,2,3,88888,8000,888888,88888,0,21,60,20,0,2005,25
21832,2,1,0,1,2,16,2,5,2,4,1,1,250,888888,888888,88888,60,28,52,8,0,2005,30
21834,2,2,1,3,1,5,1,1,8,8,5,5,88888,888888,888888,130,0,99,999,999,1,2005,51
21835,2,1,1,1,2,12,3,5,1,12,1,9,88888,888888,888888,88888,99999,99,999,999,1,2005,34
21836,2,1,1,1,3,15,3,5,1,10,3,1,350,888888,888888,88888,120,25,40,999,1,2005,26
21837,1,1,1,1,1,4,1,5,1,8,1,3,88888,10000,888888,88888,0,17,40,999,1,2005,52
21838,2,1,0,2,2,7,3,5,5,4,2,4,88888,888888,800,88888,110,21,28,0,0,2005,24
21839,1,2,0,3,1,7,2,5,5,4,1,4,88888,888888,700,88888,0,20,7,999,0,2005,45
21840,1,2,0,1,2,14,5,5,5,4,1,4,88888,888888,720,88888,0,20,30,999,0,2005,54
21841,1,2,0,1,3,4,2,5,1,6,1,1,205,888888,888888,88888,123,21,40,0,0,2005,48
21842,2,1,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,24
21843,2,2,0,1,3,14,4,5,1,10,1,1,230,888888,888888,88888,60,22,32,999,0,2005,26
21844,2,1,0,1,2,10,3,5,1,7,1,1,170,888888,888888,88888,12,18,80,999,0,2005,35
21845,1,1,1,1,2,4,5,5,4,8,2,3,88888,10000,888888,88888,0,25,48,999,1,2005,56
21846,1,1,1,1,2,4,5,5,9,8,5,1,250,888888,888888,88888,0,20,45,0,1,2005,66
21847,1,2,0,1,3,14,3,5,4,4,1,3,88888,7000,888888,88888,20,20,40,999,0,2005,52
21848,2,1,1,1,2,10,3,5,4,7,1,1,300,888888,888888,88888,0,25,55,2,1,2005,44
21851,1,2,0,1,2,6,3,5,5,99,1,4,88888,888888,700,88888,3,20,30,0,0,2005,36
21852,1,2,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,62
21853,1,1,1,1,1,1,1,1,8,1,5,9,88888,888888,888888,88888,99999,20,40,999,1,2005,61
21854,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,33
21855,1,2,0,3,1,16,1,1,8,3,5,1,99999,888888,888888,88888,0,20,999,999,0,2005,57
21856,1,1,1,1,1,5,2,1,8,3,1,1,120,888888,888888,88888,0,29,60,999,1,2005,56
21857,2,1,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,69
21858,1,2,0,1,1,5,2,5,1,8,5,1,120,888888,888888,88888,0,20,40,0,0,2005,47
21859,1,1,1,1,1,5,2,5,2,8,1,1,500,888888,888888,88888,95,25,42,999,1,2005,56
21860,1,1,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,66
21861,1,1,0,1,1,9,1,3,8,99,1,1,310,888888,888888,88888,0,28,70,999,0,2005,35
21862,1,2,1,3,1,7,1,1,8,4,1,1,100,888888,888888,88888,0,25,21,999,1,2005,62
21863,1,2,0,1,2,5,3,5,2,6,3,1,280,888888,888888,88888,20,20,40,2,0,2005,47
21864,2,1,0,1,1,7,1,1,8,4,5,9,88888,888888,888888,88888,99999,99,999,999,0,2005,24
21866,1,1,1,1,1,5,1,1,8,8,5,1,450,888888,888888,88888,0,26,72,999,1,2005,54
21867,1,2,0,1,9,5,4,5,1,99,9,3,88888,5600,888888,88888,0,24,54,6,0,2005,44
21869,1,1,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,66
21870,1,2,0,1,1,5,2,1,8,8,5,1,150,888888,888888,88888,0,30,65,999,0,2005,44
21871,1,1,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,60
21872,1,2,0,1,1,5,2,5,5,8,1,4,88888,888888,700,88888,4,20,25,999,0,2005,43
21873,1,1,1,1,1,6,1,1,8,3,5,1,180,888888,888888,88888,0,22,48,999,1,2005,28
21874,1,1,0,1,1,5,1,5,1,8,1,1,330,888888,888888,88888,0,24,48,999,0,2005,54
21875,2,1,0,1,2,15,5,5,5,12,1,4,88888,888888,2000,88888,0,31,34,0,0,2005,39
21877,1,2,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,39
21878,1,1,1,1,1,13,2,5,1,8,1,1,99999,888888,888888,88888,0,24,40,999,1,2005,60
21879,1,1,1,3,3,15,2,5,5,10,5,4,88888,888888,5000,88888,0,6,2,999,1,2005,70
21881,2,1,0,1,2,6,5,5,2,3,1,1,250,888888,888888,88888,85,20,50,10,0,2005,36
21882,1,2,0,3,2,5,3,5,5,8,1,4,88888,888888,650,88888,0,20,40,999,0,2005,44
21883,1,1,1,1,3,18,4,5,1,6,1,1,270,888888,888888,88888,108,20,40,0,1,2005,37
21885,2,1,0,1,2,5,4,5,1,8,3,1,160,888888,888888,88888,12,24,44,0,0,2005,34
21887,1,2,0,1,2,7,5,5,9,4,1,4,88888,888888,900,88888,0,20,20,999,0,2005,57
21888,1,1,1,1,1,4,2,1,8,12,1,1,1850,888888,888888,88888,0,25,50,999,1,2005,56
21890,1,2,0,1,4,17,6,5,9,10,3,1,420,888888,888888,88888,180,99,999,999,0,2005,55
21891,2,2,0,1,2,5,4,5,4,8,9,4,88888,888888,750,88888,0,21,38,999,0,2005,23
21892,1,1,1,9,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,67
21893,1,2,0,1,3,14,2,5,7,10,1,1,200,888888,888888,88888,59,23,42,999,0,2005,60
21894,1,1,1,1,2,12,5,5,2,99,3,1,400,888888,888888,88888,200,20,40,0,1,2005,40
21895,2,1,0,4,9,99,9,9,8,99,9,9,88888,888888,888888,88888,99999,99,999,999,0,2005,68
21896,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,59
21897,2,2,1,1,3,1,3,5,2,6,3,1,330,888888,888888,88888,150,22,40,0,1,2005,41
21898,1,1,1,1,2,10,5,5,1,7,2,1,380,888888,888888,88888,65,20,50,10,1,2005,37
21899,1,2,0,4,2,7,4,5,5,4,1,4,88888,888888,670,88888,0,20,25,0,0,2005,36
21900,1,1,1,1,1,16,1,1,8,10,5,5,88888,888888,888888,900,0,25,70,999,1,2005,36
21901,2,1,1,1,2,5,4,5,1,8,3,1,350,888888,888888,88888,100,22,44,4,1,2005,34
21902,2,1,1,1,1,4,1,5,7,8,1,3,88888,8000,888888,88888,0,15,40,999,1,2005,30
21903,2,2,1,3,2,16,3,5,5,12,1,1,34,888888,888888,88888,4,10,6,999,1,2005,67
21904,1,2,0,1,2,14,3,5,5,8,2,3,88888,6000,888888,88888,30,20,7,0,0,2005,42
21905,1,1,1,1,2,16,4,5,1,8,1,1,320,888888,888888,88888,102,20,42,2,1,2005,43
21906,2,1,1,1,1,4,1,5,1,8,1,3,88888,8500,888888,88888,0,15,32,0,1,2005,29
21907,2,1,0,1,2,2,2,5,1,1,1,4,88888,888888,800,88888,0,25,8,0,0,2005,21
21908,2,2,0,1,1,1,1,3,8,1,1,1,50,888888,888888,88888,0,20,30,999,0,2005,41
21909,1,1,0,1,2,4,2,5,1,10,1,1,300,888888,888888,88888,80,25,80,32,0,2005,33
21910,1,2,0,1,4,14,4,5,1,10,3,1,300,888888,888888,88888,90,22,44,4,0,2005,40
21911,2,1,0,1,1,5,2,5,1,8,1,1,200,888888,888888,88888,30,24,66,18,0,2005,29
21912,1,2,0,1,1,6,1,3,8,3,5,1,100,888888,888888,88888,0,30,10,999,0,2005,61
21913,1,2,0,3,1,1,1,3,8,1,9,9,88888,888888,888888,88888,99999,99,999,999,0,2005,43
21914,1,2,0,5,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,28
21916,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,53
21917,2,1,0,1,2,5,3,5,1,8,1,1,115,888888,888888,88888,25,21,999,999,0,2005,28
21918,2,2,0,1,2,16,2,5,5,4,1,4,88888,888888,800,88888,2,21,30,999,0,2005,63
21919,1,1,1,1,1,7,2,5,2,4,1,1,250,888888,888888,88888,0,26,54,6,1,2005,41
21921,2,2,1,1,2,8,5,5,4,99,2,4,88888,888888,1350,88888,0,20,39,1,1,2005,27
21922,2,2,0,1,4,17,6,5,4,6,2,4,88888,888888,740,88888,0,5,40,0,0,2005,29
21923,1,1,1,1,4,17,6,5,9,6,3,1,315,888888,888888,88888,132,22,44,4,1,2005,36
21924,1,2,0,1,1,16,1,3,8,4,1,9,88888,888888,888888,88888,99999,99,999,999,0,2005,51
21925,1,1,1,1,1,16,1,1,8,4,5,2,10,888888,888888,88888,0,24,66,999,1,2005,57
21927,2,1,0,2,1,18,9,2,8,4,1,1,140,888888,888888,88888,0,99,999,999,0,2005,22
21928,2,1,1,4,9,99,9,9,8,99,9,9,88888,888888,888888,88888,99999,99,999,999,1,2005,68
21929,2,1,0,1,2,5,4,5,4,8,1,1,120,888888,888888,88888,0,22,999,999,0,2005,49
21930,2,1,1,1,2,10,4,5,3,7,9,9,88888,888888,888888,88888,99999,99,999,999,1,2005,52
21931,1,2,0,1,2,16,4,5,2,4,1,1,177,888888,888888,88888,0,23,54,0,0,2005,25
21932,1,1,1,1,2,5,3,5,1,8,3,1,200,888888,888888,88888,30,20,60,20,1,2005,56
21933,1,2,0,1,1,5,2,4,8,8,5,9,88888,888888,888888,88888,0,24,30,999,0,2005,22
21934,2,2,1,1,2,10,5,5,1,6,9,1,153,888888,888888,88888,40,21,40,999,1,2005,37
21935,1,2,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,55
21936,1,1,1,1,2,5,5,5,2,8,1,1,460,888888,888888,88888,197,22,45,8,1,2005,44
21937,1,2,0,1,2,5,5,5,1,6,3,1,150,888888,888888,88888,65,22,45,5,0,2005,26
21938,2,2,0,1,9,15,1,5,5,10,1,1,160,888888,888888,88888,7,16,25,0,0,2005,33
21940,1,2,0,1,2,7,2,5,5,4,1,4,88888,888888,900,88888,15,22,42,999,0,2005,37
21941,2,1,0,1,4,15,6,5,1,10,3,1,300,888888,888888,88888,120,21,66,18,0,2005,33
21942,1,1,1,1,3,18,4,5,2,5,1,1,410,888888,888888,88888,123,22,50,10,1,2005,55
21943,1,2,0,4,1,1,1,3,8,1,5,9,88888,888888,888888,88888,99999,25,50,999,0,2005,48
21944,1,2,0,4,1,1,1,3,8,1,5,9,88888,888888,888888,88888,99999,99,999,999,0,2005,56
21945,2,2,1,3,1,15,9,4,8,12,9,9,88888,888888,888888,88888,99999,99,999,999,1,2005,59
21947,1,1,1,1,2,8,5,5,4,99,3,1,265,888888,888888,88888,0,22,40,999,1,2005,52
21948,2,1,0,1,3,16,9,5,1,6,1,1,250,888888,888888,88888,80,22,45,5,0,2005,33
21949,2,1,1,1,2,5,4,5,2,8,1,1,200,888888,888888,88888,20,25,45,5,1,2005,61
21950,1,1,0,1,2,10,4,5,2,6,2,1,450,888888,888888,88888,80,22,50,10,0,2005,53
21951,1,1,1,1,1,7,1,1,8,4,1,5,88888,888888,888888,350,0,25,999,999,1,2005,51
21952,1,1,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,64
21953,1,2,0,3,2,6,5,5,9,3,3,4,88888,888888,900,88888,0,18,20,0,0,2005,52
21954,2,2,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,69
21955,1,1,1,1,2,6,3,5,1,3,3,1,245,888888,888888,88888,65,22,85,15,1,2005,36
21956,1,1,1,1,2,8,5,5,2,99,2,5,88888,888888,888888,1500,700,20,50,10,1,2005,46
21957,2,2,1,1,1,5,2,5,1,6,1,1,240,888888,888888,88888,50,20,45,999,1,2005,29
21958,1,1,1,1,1,4,1,3,8,8,5,1,310,888888,888888,88888,130,25,48,999,1,2005,28
21959,1,1,1,1,1,5,2,5,1,8,1,1,300,888888,888888,88888,70,25,60,12,1,2005,29
21960,1,2,0,1,1,7,1,1,8,4,5,9,88888,888888,888888,88888,99999,99,999,999,0,2005,62
21961,1,2,0,1,2,16,4,5,5,99,1,4,88888,888888,1100,88888,0,21,42,999,0,2005,24
21962,1,2,1,1,3,14,4,5,2,10,1,4,88888,888888,650,88888,0,25,35,999,1,2005,42
21963,2,2,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,67
21964,1,1,1,1,2,5,5,5,2,5,3,1,450,888888,888888,88888,100,23,65,25,1,2005,34
21965,1,1,1,4,1,4,1,1,8,8,5,9,88888,888888,888888,88888,0,99,999,999,1,2005,65
21969,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,34
21970,1,1,1,1,3,5,5,5,2,8,3,1,400,888888,888888,88888,280,20,50,10,1,2005,56
21971,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,25
21972,1,2,1,3,1,7,1,1,8,4,5,4,88888,888888,720,88888,0,23,22,999,1,2005,56
21973,1,1,1,1,2,4,3,6,8,8,5,1,300,888888,888888,88888,0,24,48,999,1,2005,64
21974,1,2,0,1,1,6,2,3,8,3,5,4,88888,888888,750,88888,0,6,3,0,0,2005,37
21975,1,1,1,1,1,5,2,3,8,8,5,1,650,888888,888888,88888,0,28,78,999,1,2005,43
21976,1,1,1,1,1,6,1,1,8,3,5,1,200,888888,888888,88888,0,25,66,999,1,2005,58
21977,2,2,0,1,2,6,3,5,2,3,1,1,350,888888,888888,88888,80,20,50,999,0,2005,33
21978,1,2,0,1,1,6,1,3,8,3,5,1,99999,888888,888888,88888,0,30,999,999,0,2005,56
21979,1,1,1,1,1,7,1,1,8,4,5,5,88888,888888,888888,500,0,26,72,999,1,2005,48
21980,1,1,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,64
21981,2,1,1,1,1,5,1,1,8,12,5,9,88888,888888,888888,88888,99999,20,45,999,1,2005,43
21983,1,1,1,1,4,15,6,5,1,10,3,1,99999,888888,888888,88888,99999,25,60,0,1,2005,54
21984,2,2,0,1,2,5,5,5,1,6,3,1,190,888888,888888,88888,70,23,40,4,0,2005,26
21985,2,1,0,1,2,12,3,5,1,10,1,1,230,888888,888888,88888,20,20,9,2,0,2005,24
21987,1,1,1,1,2,5,5,5,1,3,3,1,305,888888,888888,88888,113,21,55,15,1,2005,37
21988,1,1,1,1,2,10,3,5,5,8,2,3,88888,7000,888888,88888,0,14,999,999,1,2005,67
21989,2,2,0,1,2,5,3,5,1,6,3,1,200,888888,888888,88888,40,25,54,6,0,2005,26
21990,2,2,1,1,2,14,2,5,2,10,1,1,350,888888,888888,88888,0,20,50,10,1,2005,39
21991,1,1,1,3,1,16,1,1,8,3,1,5,88888,888888,888888,90,0,10,5,0,1,2005,62
21992,2,1,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,64
21993,1,2,0,3,2,5,2,5,5,8,1,1,65,888888,888888,88888,0,24,18,999,0,2005,64
21994,1,2,0,1,3,16,1,5,1,10,1,1,160,888888,888888,88888,30,20,54,14,0,2005,41
21995,1,2,0,3,2,5,3,5,5,8,1,1,91,888888,888888,88888,0,25,25,999,0,2005,57
21996,2,2,0,1,2,16,4,5,1,6,3,1,200,888888,888888,88888,20,25,50,10,0,2005,22
21997,2,2,0,1,2,12,4,5,5,6,1,4,88888,888888,900,88888,4,20,25,0,0,2005,37
21998,1,2,0,3,2,5,5,5,5,6,1,4,88888,888888,900,88888,12,20,25,999,0,2005,57
21999,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,58
22000,2,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,33
22001,1,1,1,1,2,6,4,5,2,3,3,1,450,888888,888888,88888,70,24,48,999,1,2005,55
22002,2,2,1,4,9,99,9,9,8,99,9,9,88888,888888,888888,88888,99999,99,999,999,1,2005,60
22003,1,1,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,70
22004,2,1,1,1,2,6,3,5,2,3,1,1,330,888888,888888,88888,57,24,72,999,1,2005,45
22007,1,1,1,1,2,13,3,5,1,8,3,1,220,888888,888888,88888,81,20,45,5,1,2005,27
22008,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,67
22009,2,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,68
22010,1,1,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,69
22011,2,1,0,1,2,16,4,5,1,4,3,1,220,888888,888888,88888,30,24,42,999,0,2005,25
22012,1,1,1,1,2,5,5,5,1,8,3,1,320,888888,888888,88888,160,25,58,10,1,2005,46
22013,2,2,1,1,9,7,2,5,1,4,9,1,220,888888,888888,88888,60,99,999,999,1,2005,64
22014,1,1,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,67
22016,1,1,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,70
22017,1,1,1,1,2,16,5,5,2,4,1,1,400,888888,888888,88888,50,25,78,5,1,2005,40
22018,2,2,0,1,4,14,6,5,1,10,3,1,250,888888,888888,88888,80,20,42,2,0,2005,26
22019,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,51
22020,1,1,1,1,1,9,1,1,8,12,1,1,500,888888,888888,88888,0,20,30,0,1,2005,70
22021,1,1,1,1,2,5,3,5,2,8,1,1,250,888888,888888,88888,46,22,55,4,1,2005,46
22022,2,2,1,1,1,16,1,1,8,99,5,9,88888,888888,888888,88888,99999,99,999,999,1,2005,36
22024,1,2,0,1,1,5,2,4,8,8,1,9,88888,888888,888888,88888,99999,99,999,999,0,2005,48
22027,1,2,0,3,1,5,1,4,8,8,5,9,88888,888888,888888,88888,99999,99,999,999,0,2005,60
22028,2,2,1,3,1,1,2,5,5,1,1,1,80,888888,888888,88888,0,20,35,0,1,2005,68
22029,1,1,1,1,2,9,4,5,2,10,5,1,530,888888,888888,88888,280,22,40,0,1,2005,54
22030,1,1,1,1,2,5,4,5,4,8,1,9,88888,888888,888888,88888,25,99,999,999,1,2005,64
22031,1,2,0,3,1,6,1,1,8,3,1,1,70,888888,888888,88888,0,20,5,0,0,2005,45
22032,1,1,1,1,2,16,3,5,2,10,1,1,500,888888,888888,88888,150,25,50,10,1,2005,46
22034,1,2,0,3,2,6,5,5,5,3,1,4,88888,888888,750,88888,0,25,21,999,0,2005,43
22036,1,1,1,1,2,5,5,5,1,8,3,1,640,888888,888888,88888,210,20,51,15,1,2005,50
22037,1,1,1,1,1,9,1,1,8,3,5,5,88888,888888,888888,99999,0,4,1,0,1,2005,63
22040,1,2,0,3,2,13,2,5,5,4,1,1,150,888888,888888,88888,0,24,6,999,0,2005,37
22042,1,2,0,1,2,5,4,5,5,8,2,4,88888,888888,797,88888,13,20,7,0,0,2005,39
22044,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,30
22046,1,2,0,3,1,1,1,1,8,1,5,9,88888,888888,888888,88888,0,99,999,0,0,2005,51
22047,1,1,1,1,2,5,2,5,2,12,2,1,527,888888,888888,88888,18,21,39,2,1,2005,53
22048,1,2,0,1,2,6,4,5,5,8,1,4,88888,888888,900,88888,0,20,24,0,0,2005,53
22049,2,2,0,1,1,16,1,2,8,10,1,5,88888,888888,888888,450,0,26,45,999,0,2005,38
22050,1,1,1,1,4,17,6,5,2,11,1,1,480,888888,888888,88888,190,22,40,0,1,2005,51
22052,1,1,1,1,9,12,4,6,8,9,5,1,400,888888,888888,88888,0,5,40,0,1,2005,49
22053,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,32
22054,1,1,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,70
22055,1,1,1,1,2,10,3,5,1,7,3,3,88888,12300,888888,88888,34,23,83,8,1,2005,55
22056,1,2,0,3,2,5,4,4,8,8,2,4,88888,888888,700,88888,0,20,24,999,0,2005,52
22057,1,1,1,1,2,16,4,5,2,5,1,1,380,888888,888888,88888,100,25,50,999,1,2005,57
22059,1,1,1,1,2,13,1,5,2,8,1,1,300,888888,888888,88888,0,23,48,999,1,2005,30
22060,1,1,1,1,3,16,5,5,1,3,1,1,330,888888,888888,88888,100,22,55,15,1,2005,33
22062,2,1,1,1,2,4,2,5,2,8,1,1,400,888888,888888,88888,20,25,12,3,1,2005,41
22063,1,2,0,1,2,5,5,5,1,6,3,1,275,888888,888888,88888,130,21,999,0,0,2005,52
22066,2,2,1,3,2,7,3,5,2,4,9,9,88888,888888,888888,88888,99999,99,999,999,1,2005,63
22068,1,2,0,3,2,16,2,5,5,99,9,1,68,888888,888888,88888,0,20,4,0,0,2005,46
22069,1,2,0,3,9,14,2,5,5,4,9,3,88888,3500,888888,88888,0,20,20,999,0,2005,60
22071,1,2,0,3,1,5,1,5,5,8,1,3,88888,3000,888888,88888,0,20,30,999,0,2005,57
22072,1,1,1,1,1,13,1,1,8,8,1,9,88888,888888,888888,88888,0,24,8,1,1,2005,57
22073,2,2,1,3,2,7,3,5,2,4,1,9,88888,888888,888888,88888,99999,99,999,999,1,2005,66
22074,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,43
22075,1,1,1,1,2,5,5,5,1,8,1,1,366,888888,888888,88888,86,24,54,15,1,2005,37
22078,1,2,0,1,2,6,3,5,5,3,1,4,88888,888888,800,88888,0,20,25,0,0,2005,42
22079,1,1,0,1,2,5,4,5,1,8,1,1,240,888888,888888,88888,190,24,45,5,0,2005,31
22083,1,1,1,1,2,6,4,5,2,3,2,1,500,888888,888888,88888,175,6,60,12,1,2005,41
22084,1,2,0,3,2,6,5,5,5,3,1,1,85,888888,888888,88888,5,16,20,0,0,2005,43
22086,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,33
22087,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,36
22088,1,1,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,64
22089,1,1,1,1,2,6,4,5,2,3,4,1,380,888888,888888,88888,100,22,50,0,1,2005,51
22090,1,2,0,3,2,6,5,5,5,3,2,4,88888,888888,749,88888,0,22,23,0,0,2005,46
22091,1,1,1,4,4,15,3,5,1,10,3,1,346,888888,888888,88888,151,22,65,25,1,2005,35
22093,1,1,1,1,3,18,2,5,2,10,1,1,275,888888,888888,88888,62,20,40,0,1,2005,63
22094,1,2,0,3,2,5,4,5,5,8,2,1,70,888888,888888,88888,14,20,32,0,0,2005,50
22095,2,1,1,1,2,7,3,5,1,4,1,1,200,888888,888888,88888,5,23,50,0,1,2005,23
22096,1,1,1,1,2,5,5,5,2,10,3,1,550,888888,888888,88888,360,22,9,1,1,2005,39
22097,2,1,1,1,2,5,5,5,1,10,3,1,373,888888,888888,88888,182,20,40,2,1,2005,59
22098,2,1,0,1,2,5,5,5,1,8,3,1,240,888888,888888,88888,65,20,55,15,0,2005,24
22099,1,2,0,3,3,15,4,9,8,10,5,5,88888,888888,888888,200,0,16,15,0,0,2005,53
22101,1,2,0,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,0,2005,42
22103,1,1,1,1,1,4,2,5,1,8,5,1,280,888888,888888,88888,0,23,48,0,1,2005,51
22104,1,1,1,1,2,5,4,5,1,8,1,1,342,888888,888888,88888,86,22,57,17,1,2005,37
22105,1,2,0,3,3,14,2,5,1,6,1,1,150,888888,888888,88888,20,20,40,0,0,2005,53
22107,1,1,1,1,1,16,1,1,8,4,5,1,232,888888,888888,88888,0,25,72,0,1,2005,55
22108,2,1,1,1,2,5,5,5,2,8,3,1,235,888888,888888,88888,82,21,44,4,1,2005,39
22109,2,1,0,1,2,10,5,5,1,7,1,1,247,888888,888888,88888,98,20,50,10,0,2005,24
22110,1,2,1,6,8,88,8,8,8,88,8,8,88888,888888,888888,88888,88888,88,888,888,1,2005,56
22111,2,2,1,3,1,1,1,1,8,1,5,1,100,888888,888888,88888,0,20,25,0,1,2005,43
